id,title,description,availability,condition,price,link,image_link,brand,product_type,item_group_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
53092084,Boleto Solo Ida a Santa Cruz Desde Oruro,Boleto SOLO IDA a Santa Cruz desde Oruro from US$78,in stock,new,78.00 USD,https://www.estropical.com/en/idea/53092084/boleto-solo-ida-a-santa-cruz-desde-oruro,https://joni-ia-agent.github.io/XML---Data-Feed/images/53092084.jpg?v=3,Estropical,Viajes > Vuelos > Internacional,VUELO-INTERNACIONAL,Vuelo,Internacional,26 Aug 2026,26 Aug 2026,
32433507,Visa Nueva Zelanda,Visa Nueva Zelanda from US$79,in stock,new,79.00 USD,https://www.estropical.com/en/idea/32433507/visa-nueva-zelanda,https://joni-ia-agent.github.io/XML---Data-Feed/images/32433507.jpg?v=3,Estropical,Viajes > Paquetes > Internacional,PAQUETE-INTERNACIONAL,Paquete,Internacional,5 Aug 2026,5 Aug 2026,
32433384,Visa Reino Unido,Visa Reino Unido from US$79,in stock,new,79.00 USD,https://www.estropical.com/en/idea/32433384/visa-reino-unido,https://joni-ia-agent.github.io/XML---Data-Feed/images/32433384.jpg?v=3,Estropical,Viajes > Paquetes > Internacional,PAQUETE-INTERNACIONAL,Paquete,Internacional,5 Aug 2026,5 Aug 2026,
32433186,Visa Canadá,Visa Canadá from US$79,in stock,new,79.00 USD,https://www.estropical.com/en/idea/32433186/visa-canada,https://joni-ia-agent.github.io/XML---Data-Feed/images/32433186.jpg?v=3,Estropical,Viajes > Paquetes > Internacional,PAQUETE-INTERNACIONAL,Paquete,Internacional,5 Aug 2026,5 Aug 2026,
54461579,Hotel en la Paz L Casa Grande Hotel 5*,Hotel en La Paz l Casa Grande Hotel 5* from US$79,in stock,new,79.00 USD,https://www.estropical.com/en/idea/54461579/hotel-en-la-paz-l-casa-grande-hotel-5-,https://joni-ia-agent.github.io/XML---Data-Feed/images/54461579.jpg?v=3,Estropical,Viajes > Hoteles > Internacional,HOTEL-INTERNACIONAL,Hotel,Internacional,5 Dec 2026,6 Dec 2026,1 noches
32447361,Tarija L Ruta del Vino y Singani + Campiña Chapaca,Tarija l Ruta del Vino y Singani + Campiña Chapaca from US$85,in stock,new,85.00 USD,https://www.estropical.com/en/idea/32447361/tarija-l-ruta-del-vino-y-singani-campina-chapaca,https://joni-ia-agent.github.io/XML---Data-Feed/images/32447361.jpg?v=3,Estropical,Viajes > Paquetes > Internacional,PAQUETE-INTERNACIONAL,Paquete,Internacional,20 Dec 2025,21 Dec 2025,
53654137,Boleto Solo Ida a la Paz Desde Santa Cruz,Boleto SOLO IDA a La Paz desde Santa Cruz from US$85,in stock,new,85.00 USD,https://www.estropical.com/en/idea/53654137/boleto-solo-ida-a-la-paz-desde-santa-cruz,https://joni-ia-agent.github.io/XML---Data-Feed/images/53654137.jpg?v=3,Estropical,Viajes > Vuelos > Internacional,VUELO-INTERNACIONAL,Vuelo,Internacional,10 Oct 2026,10 Oct 2026,
53092435,Boleto Solo Ida a Santa Cruz Desde la Paz,Boleto SOLO IDA a Santa Cruz desde La Paz from US$85,in stock,new,85.00 USD,https://www.estropical.com/en/idea/53092435/boleto-solo-ida-a-santa-cruz-desde-la-paz,https://joni-ia-agent.github.io/XML---Data-Feed/images/53092435.jpg?v=3,Estropical,Viajes > Vuelos > Internacional,VUELO-INTERNACIONAL,Vuelo,Internacional,20 Aug 2026,20 Aug 2026,
45466137,Actividad en Sucre L Parque Cretácico - Privado,Actividad en Sucre l Parque Cretácico - Privado from US$85,in stock,new,85.00 USD,https://www.estropical.com/en/idea/45466137/actividad-en-sucre-l-parque-cretacico-privado,https://joni-ia-agent.github.io/XML---Data-Feed/images/45466137.jpg?v=3,Estropical,Viajes > Paquetes > Internacional,PAQUETE-INTERNACIONAL,Paquete,Internacional,22 Dec 2026,22 Dec 2026,
53092324,Boleto Solo Ida a Sucre Desde Oruro,Boleto SOLO IDA a Sucre desde Oruro from US$88,in stock,new,88.00 USD,https://www.estropical.com/en/idea/53092324/boleto-solo-ida-a-sucre-desde-oruro,https://joni-ia-agent.github.io/XML---Data-Feed/images/53092324.jpg?v=3,Estropical,Viajes > Vuelos > Internacional,VUELO-INTERNACIONAL,Vuelo,Internacional,26 Aug 2026,26 Aug 2026,
